104.17.16.173,SEA,North America,Seattle,164 ms
104.25.8.85,LAX,North America,Los Angeles,168 ms
104.19.240.38,SJC,North America,San Jose,169 ms
104.17.17.90,SEA,North America,Seattle,169 ms
104.19.89.132,LAX,North America,Los Angeles,170 ms
